Year,Month,Model,Type,Power,Region,Country,Units_Sold,Avg_Price_USD,Revenue_USD,Cost_USD,Profit_USD,Profit_Margin,Gross_Margin,Operating_Expenses_USD,Net_Profit_USD,ROI,EBITDA_Margin
2022,Jul,M3,Sedan,Petrol,Rest_of_World,India,723,101246,73200858,54913574.27,18287283.73,24.98,24.32,9280291.65,9006992.08,16.4,34.39
2022,Jul,M5,Sedan,Petrol,Europe,UK,1283,97524,125123292,104116324.5,21006967.49,16.79,36.84,15862937.58,5144029.91,4.94,46.91
2022,Jul,M5,Sedan,Petrol,USA,USA,699,102537,71673363,50800423.61,20872939.39,29.12,20.43,9086638.19,11786301.2,23.2,30.5
2022,Jul,M5,Sedan,Petrol,China,China,380,101710,38649800,29416735.34,9233064.66,23.89,38.39,4899961.91,4333102.75,14.73,48.46
2022,Jul,M5,Sedan,Petrol,Rest_of_World,Australia,1820,103510,188388200,134471348.9,53916851.12,28.62,44.43,23883564.84,30033286.28,22.33,54.5
2022,Jul,M8,Coupe,Petrol,Europe,Spain,1906,60451,,95410272.12,19809333.88,17.19,49.37,,,,59.44
2022,Jul,M8,Coupe,Petrol,USA,USA,1338,59756,79953528,64794346.71,,18.96,22.6,10136384.71,,,32.67
2022,Jul,M8,Coupe,Petrol,China,China,656,104761,68723216,56386641.71,12336574.29,17.95,44.53,8712623.11,3623951.18,6.43,54.6
2022,Jul,M8,Coupe,Petrol,Rest_of_World,Brazil,566,82087,46461242,36103844.58,10357397.42,22.29,44.33,5890284.45,4467112.97,12.37,54.4
2022,Jul,iX3,SUV,Electric,Europe,UK,974,76582,74590868,50681011.73,23909856.27,32.05,48.09,9456514.96,14453341.31,28.52,58.16
2022,Jul,iX3,SUV,Electric,USA,USA,1170,50533,59123610,38571413.95,20552196.05,34.76,23.15,7495599.9,13056596.15,33.85,33.22
2022,Jul,iX3,SUV,Electric,China,China,2006,117530,235765180,157335579.7,78429600.29,33.27,25.63,29889945.15,48539655.14,30.85,35.7
2022,Jul,iX3,SUV,Electric,Rest_of_World,South Africa,728,99745,72614360,54503287.65,18111072.35,24.94,47.94,9205936.34,8905136.01,16.34,58.01
2022,Jul,2 Series,Hatchback,Petrol,Europe,Spain,469,106035,49730415,37885664.45,11844750.55,23.82,49.89,6304745.16,5540005.39,14.62,59.96
2022,Jul,2 Series,Hatchback,Hybrid,USA,USA,1034,39009,40335306,27831402.37,12503903.63,31,24.12,5113647.76,7390255.87,26.55,34.19
2022,Jul,2 Series,Hatchback,Diesel,China,China,1829,,72181485,54203237.98,17978247.02,24.91,39.95,9151057.11,8827189.91,16.29,50.02
2022,Jul,2 Series,Hatchback,Petrol,Rest_of_World,South Africa,1994,91134,181721196,143659830.2,38061365.8,20.94,29.61,23038332.38,15023033.42,10.46,39.68
2022,Jul,4 Series,Coupe,Electric,Europe,Spain,572,57839,33083908,27369033.99,5714874.01,17.27,45.65,4194326.73,1520547.28,5.56,55.72
2022,Jul,4 Series,Coupe,Petrol,USA,USA,1032,96808,99905856,80718870.9,19186985.1,19.21,41.32,12665910.02,6521075.08,8.08,51.39
2022,Jul,4 Series,Coupe,Hybrid,China,China,1215,92061,111854115,84910458.87,26943656.13,24.09,34.75,14180691.83,12762964.3,15.03,44.82
2022,Jul,4 Series,Coupe,Electric,Rest_of_World,Brazil,1844,37788,69681072,,22737453.06,32.63,34.13,8834058.62,13903394.44,,44.2
2022,Jul,8 Series,Coupe,Diesel,Europe,UK,1613,102531,165382503,110956608.4,54425894.65,32.91,40,20966938.13,33458956.52,30.15,50.07
2022,Jul,8 Series,Coupe,Petrol,USA,USA,1542,,72230364,55685246.44,16545117.56,22.91,25.16,9157253.92,7387863.64,13.27,35.23
2022,Jul,8 Series,Coupe,Diesel,China,China,685,55079,37729115,31983479.24,5745635.76,15.23,27.04,4783238.89,962396.87,3.01,37.11
2022,Jul,8 Series,Coupe,Diesel,Rest_of_World,Australia,1090,90457,98598130,71492889.79,27105240.21,27.49,37.1,12500118.54,14605121.67,20.43,47.17
2022,Jul,i3,Hatchback,Electric,Europe,UK,1252,102142,127881784,95534250.73,32347533.27,25.29,45.39,16212654.93,16134878.34,16.89,55.46
2022,Jul,i3,Hatchback,Electric,USA,USA,1152,79674,91784448,64177878.69,27606569.31,30.08,25.12,11636290.46,15970278.85,24.88,35.19
2022,Jul,i3,Hatchback,Electric,China,China,1553,55786,86635658,69759197.72,16876460.28,19.48,30.26,10983534.83,5892925.45,8.45,40.33
2022,Jul,i3,Hatchback,Electric,Rest_of_World,Brazil,292,107602,31419784,26545525.8,4874258.2,15.51,38.41,3983351.66,890906.54,3.36,48.48
2022,Jul,X6,SUV,Hybrid,Europe,Spain,1988,69360,,107839554.4,30048125.57,21.79,33.79,,,,43.86
2022,Jul,X6,SUV,Petrol,USA,USA,1566,76598,119952468,95939388.79,,20.02,38.68,15207388.51,,,48.75
2022,Jul,X6,SUV,Petrol,China,China,315,84101,26491815,17706309.16,8785505.84,33.16,28.92,3358591.36,5426914.48,30.65,38.99
2022,Jul,X6,SUV,Electric,Rest_of_World,Japan,1756,114711,201432516,131633875.5,69798640.52,34.65,38.65,25537303.06,44261337.46,33.62,48.72
2022,Aug,3 Series,Sedan,Electric,Europe,France,2134,69931,149232754,105573026.3,43659727.72,29.26,27.01,18919497.91,24740229.81,23.43,37.08
2022,Aug,3 Series,Sedan,Hybrid,USA,USA,550,71372,39254600,27797106.96,11457493.04,29.19,25.83,4976637.52,6480855.52,23.31,35.9
2022,Aug,3 Series,Sedan,Petrol,China,China,1628,94304,153526912,123844771.6,29682140.43,19.33,23.48,19463904.63,10218235.8,8.25,33.55
2022,Aug,3 Series,Sedan,Diesel,Rest_of_World,South Africa,1097,83731,91852907,60196036.49,31656870.51,34.46,31.98,11644969.59,20011900.92,33.24,42.05
2022,Aug,5 Series,Sedan,Petrol,Europe,Germany,1138,55671,63353598,51293469.99,12060128.01,19.04,48.02,8031871.24,4028256.77,7.85,58.09
2022,Aug,5 Series,Sedan,Hybrid,USA,USA,1552,84272,130790144,98660690.86,32129453.14,24.57,41.92,16581372.32,15548080.82,15.76,51.99
2022,Aug,5 Series,Sedan,Hybrid,China,China,2000,109372,218744000,183898077.8,34845922.18,15.93,43.37,27732026.25,7113895.93,3.87,53.44
2022,Aug,5 Series,Sedan,Hybrid,Rest_of_World,South Africa,401,104521,41912921,31061770.84,10851150.16,25.89,36.35,5313655.35,5537494.81,17.83,46.42
2022,Aug,7 Series,Sedan,Diesel,Europe,UK,1657,99895,165526015,133596876.6,31929138.38,19.29,25.27,20985132.36,10944006.02,8.19,35.34
2022,Aug,7 Series,Sedan,Electric,USA,USA,1652,50551,83510252,64218067.8,19292184.2,23.1,47.48,10587300.68,8704883.52,13.56,57.55
2022,Aug,7 Series,Sedan,Petrol,China,China,1028,41645,42811060,,,17.67,20.45,5427520.02,,,30.52
2022,Aug,7 Series,Sedan,Petrol,Rest_of_World,India,685,117371,80399135,67036612.08,13362522.92,16.62,30.25,10192878.08,3169644.84,4.73,40.32
2022,Aug,X1,SUV,Electric,Europe,Spain,1740,89414,155580360,104220213.6,51360146.37,33.01,36.86,19724237.59,31635908.78,30.35,46.93
2022,Aug,X1,SUV,Diesel,USA,USA,2007,40755,81795285,59036371.7,22758913.3,27.82,43.56,10369879.82,12389033.48,20.99,53.63
2022,Aug,X1,SUV,Electric,China,China,553,53048,29335544,23415716.17,5919827.83,20.18,44.34,3719114.93,2200712.9,9.4,54.41
2022,Aug,X1,SUV,Petrol,Rest_of_World,India,852,60184,51276768,33922692.28,17354075.72,33.84,44.92,6500789.4,10853286.32,31.99,54.99
2022,Aug,X3,SUV,Diesel,Europe,Spain,1029,81230,,56251758.47,27333911.53,32.7,44.32,,,,54.39
2022,Aug,X3,SUV,Petrol,USA,USA,509,60493,30790937,20716336.24,10074600.76,32.72,41.87,3903627.41,6170973.35,29.79,51.94
2022,Aug,X3,SUV,Hybrid,China,China,1406,74076,104150856,83970717.45,20180138.55,19.38,48.29,13204084.56,6976053.99,8.31,58.36
2022,Aug,X3,SUV,Electric,Rest_of_World,South Africa,647,70320,45497040,33767848.81,11729191.19,25.78,23.61,5768044.42,5961146.77,17.65,33.68
2022,Aug,X5,SUV,Electric,Europe,UK,1663,43679,72638177,57744215.23,14893961.77,20.5,35.1,9208955.82,5685005.95,9.85,45.17
2022,Aug,X5,SUV,Petrol,USA,USA,751,111256,83553256,63375807.22,20177448.78,24.15,39.75,10592752.66,9584696.12,15.12,49.82
2022,Aug,X5,SUV,Hybrid,China,China,387,96553,37366011,31168925.29,6197085.71,16.58,46.84,4737205.13,1459880.58,4.68,56.91
2022,Aug,X5,SUV,Petrol,Rest_of_World,Japan,2119,51393,108901767,,16680379.31,15.32,45.63,13806397.71,2873981.6,,55.7
2022,Aug,X7,SUV,Petrol,Europe,Spain,458,104813,48004354,33255207.56,14749146.44,30.72,32.29,6085917.81,8663228.63,26.05,42.36
2022,Aug,X7,SUV,Petrol,USA,USA,2064,100900,208257600,136779823.5,71477776.51,34.32,29.84,26402576.67,45075199.84,32.95,39.91
2022,Aug,X7,SUV,Electric,China,China,1158,97192,,82794194.22,29754141.78,26.44,49.2,,,,59.27
2022,Aug,X7,SUV,Hybrid,Rest_of_World,India,2069,62100,128484900,90914909.33,37569990.67,29.24,27.46,16289117.05,21280873.62,23.41,37.53
2022,Aug,Z4,Convertible,Hybrid,Europe,Germany,585,100757,58942845,48006974.16,10935870.84,18.55,41.93,7472682.79,3463188.05,7.21,52
2022,Aug,Z4,Convertible,Hybrid,USA,USA,2068,92927,192173036,145462707.4,46710328.59,24.31,26.28,24363400.5,22346928.09,15.36,36.35
2022,Aug,Z4,Convertible,Electric,China,China,1130,,60218830,50649002.08,9569827.92,15.89,28.93,7634450.2,1935377.72,3.82,39
2022,Aug,Z4,Convertible,Diesel,Rest_of_World,Japan,1745,82738,144377810,104710378.7,39667431.35,27.47,45.01,18303995.62,21363435.73,20.4,55.08
2022,Aug,i4,Coupe,Electric,Europe,Spain,2014,73356,,97697778.46,50041205.54,33.87,34.73,,,,44.8
2022,Aug,i4,Coupe,Electric,USA,USA,1357,,99801922,76128465.75,23673456.25,23.72,45.26,12652733.43,11020722.82,14.48,55.33
2022,Aug,i4,Coupe,Electric,China,China,2146,43149,92597754,69775430.53,22822323.47,24.65,45.05,11739400.14,11082923.33,15.88,55.12
2022,Aug,i4,Coupe,Electric,Rest_of_World,South Africa,1016,98256,99828096,81494964.31,18333131.69,18.36,47.95,12656051.73,5677079.96,6.97,58.02
2022,Aug,iX,SUV,Electric,Europe,Italy,1830,94613,173141790,142744290,30397500,17.56,30.3,21950648.55,8446851.45,5.92,40.37
2022,Aug,iX,SUV,Electric,USA,USA,666,74807,49821462,39582820.3,10238641.7,20.55,42.97,6316287.95,3922353.75,9.91,53.04
2022,Aug,iX,SUV,Electric,China,China,1876,35190,66016440,52269427.54,13747012.46,20.82,35.11,8369462.23,5377550.23,10.29,45.18
2022,Aug,iX,SUV,Electric,Rest_of_World,Brazil,486,57542,27965412,22743840.42,5221571.58,18.67,24.2,3545411.71,1676159.87,7.37,34.27
2022,Aug,i7,Sedan,Electric,Europe,Italy,581,83638,48593678,36083525.26,12510152.74,25.74,32.86,6160631.4,6349521.34,17.6,42.93
2022,Aug,i7,Sedan,Electric,USA,USA,1309,76418,100031162,79955350.22,20075811.78,20.07,31.99,12681796.12,7394015.66,9.25,42.06
2022,Aug,i7,Sedan,Electric,China,China,1284,107429,137938836,104798801,33140035.04,24.03,28.48,17487672.44,15652362.6,14.94,38.55
2022,Aug,i7,Sedan,Electric,Rest_of_World,South Africa,836,45620,38138320,26795718.91,11342601.09,29.74,37.55,4835117.27,6507483.82,24.29,47.62
2022,Aug,M3,Sedan,Petrol,Europe,UK,1922,115426,221848772,145133465.5,76715306.47,34.58,34,28125644.45,48589662.02,33.48,44.07
2022,Aug,M3,Sedan,Petrol,USA,USA,1821,115841,210946461,151385582.7,59560878.31,28.24,43.18,26743466.31,32817412,21.68,53.25
2022,Aug,M3,Sedan,Petrol,China,China,1293,50555,65367615,55334789.98,10032825.02,15.35,34.24,8287205.2,1745619.82,3.15,44.31
2022,Aug,M3,Sedan,Petrol,Rest_of_World,Brazil,1592,83427,132815784,102398224,30417560.04,22.9,37.29,16838179.83,13579380.21,13.26,47.36
2022,Aug,M5,Sedan,Petrol,Europe,France,1469,82438,121101422,83168219.9,37933202.1,31.32,42.76,15353051.12,22580150.98,27.15,52.83
2022,Aug,M5,Sedan,Petrol,USA,USA,303,86264,26137992,20930566.39,5207425.61,19.92,31.92,3313734.23,1893691.38,9.05,41.99
2022,Aug,M5,Sedan,Petrol,China,China,1853,111241,206129573,160590768.6,45538804.38,22.09,29.37,26132788.69,19406015.69,12.08,39.44
2022,Aug,M5,Sedan,Petrol,Rest_of_World,Japan,2124,,131409756,96558396.39,34851359.61,26.52,25.18,16659925.77,18191433.84,18.84,35.25
2022,Aug,M8,Coupe,Petrol,Europe,Germany,1024,,90625024,76458516.69,14166507.31,15.63,37.17,11489300.48,2677206.83,3.5,47.24
2022,Aug,M8,Coupe,Petrol,USA,USA,688,82736,56922368,47043216.81,9879151.19,17.36,32.78,7216529.84,2662621.35,5.66,42.85
2022,Aug,M8,Coupe,Petrol,China,China,575,39121,22494575,17639972.4,4854602.6,21.58,46.16,2851827.45,2002775.15,11.35,56.23
2022,Aug,M8,Coupe,Petrol,Rest_of_World,South Africa,1720,89442,153840240,130269865.9,23570374.09,15.32,40.39,19503627.87,4066746.22,3.12,50.46
2022,Aug,iX3,SUV,Electric,Europe,Spain,957,83621,80025297,67765171.32,12260125.68,15.32,23.95,10145483.47,2114642.21,3.12,34.02
2022,Aug,iX3,SUV,Electric,USA,USA,1477,111197,164237969,123977884.4,40260084.59,24.51,26.42,20821835.88,19438248.71,15.68,36.49
2022,Aug,iX3,SUV,Electric,China,China,1271,65736,83550456,62271218.17,21279237.83,25.47,37.72,10592397.68,10686840.15,17.16,47.79
2022,Aug,iX3,SUV,Electric,Rest_of_World,India,1611,119802,193001022,155898343.7,37102678.33,19.22,24.79,24468371.29,12634307.04,8.1,34.86
2022,Aug,2 Series,Hatchback,Petrol,Europe,Germany,353,42793,15105929,10482198.78,4623730.22,30.61,47.32,1915106.33,2708623.89,25.84,57.39
2022,Aug,2 Series,Hatchback,Diesel,USA,USA,1425,89739,127878075,106445655.6,21432419.37,16.76,37.64,16212184.71,5220234.66,4.9,47.71
2022,Aug,2 Series,Hatchback,Petrol,China,China,1511,70712,106845832,86172091.91,20673740.09,19.35,38.97,13545749.45,7127990.64,8.27,49.04
2022,Aug,2 Series,Hatchback,Petrol,Rest_of_World,India,2118,101642,215277756,161679616.3,53598139.68,24.9,33,27292581.19,26305558.49,16.27,43.07
2022,Aug,4 Series,Coupe,Diesel,Europe,Spain,530,41075,21769750,15611755.36,6157994.64,28.29,32.51,2759935.26,3398059.38,21.77,42.58
2022,Aug,4 Series,Coupe,Hybrid,USA,USA,894,92465,82663710,61040576.06,21623133.94,26.16,26.46,10479977.4,11143156.54,18.26,36.53
2022,Aug,4 Series,Coupe,Diesel,China,China,2088,91494,191039472,138316148,52723323.96,27.6,28.45,24219689.01,28503634.95,20.61,38.52
2022,Aug,4 Series,Coupe,Petrol,Rest_of_World,Japan,1169,75484,88240796,69502882.85,18737913.15,21.23,26.87,11187031.74,7550881.41,10.86,36.94
2022,Aug,8 Series,Coupe,Diesel,Europe,Italy,810,47361,38362410,28626448.99,9735961.01,25.38,44.68,4863527.05,4872433.96,17.02,54.75
2022,Aug,8 Series,Coupe,Diesel,USA,USA,1677,69628,,95940266.9,20825889.1,17.84,45.26,,,,55.33
2022,Aug,8 Series,Coupe,Petrol,China,China,2040,101836,207745440,174542811.5,33202628.49,15.98,42.42,26337645.81,6864982.68,3.93,52.49
2022,Aug,8 Series,Coupe,Petrol,Rest_of_World,Australia,1884,59059,111267156,86018754.49,25248401.51,22.69,42.73,14106278.07,11142123.44,12.95,52.8
2022,Aug,i3,Hatchback,Electric,Europe,France,1782,57676,102778632,67510668.8,35267963.2,34.31,45.38,13030116.12,22237847.08,32.94,55.45
2022,Aug,i3,Hatchback,Electric,USA,USA,1887,97580,184133460,140487845.9,43645614.13,23.7,38.99,23344155.48,20301458.65,14.45,49.06
2022,Aug,i3,Hatchback,Electric,China,China,1634,85982,140494588,113749744.7,26744843.33,19.04,34.58,17811686.73,8933156.6,7.85,44.65
2022,Aug,i3,Hatchback,Electric,Rest_of_World,Brazil,556,60433,33600748,27805808.6,5794939.4,17.25,28.64,4259850.9,1535088.5,5.52,38.71
2022,Aug,X6,SUV,Hybrid,Europe,Germany,1295,57379,74305805,53825073.84,20480731.16,27.56,49.38,9420375.12,11060356.04,20.55,59.45
2022,Aug,X6,SUV,Diesel,USA,USA,491,67702,33241682,27720472.42,5521209.58,16.61,26.33,4214329.07,1306880.51,4.71,36.4
2022,Aug,X6,SUV,Electric,China,China,548,81013,44395124,,8027376.28,18.08,30.79,5628345.21,2399031.07,,40.86
2022,Aug,X6,SUV,Petrol,Rest_of_World,South Africa,682,103826,70809332,55017455.32,15791876.68,22.3,22.58,8977097.68,6814779,12.39,32.65
2022,Sep,3 Series,Sedan,Petrol,Europe,Germany,363,49647,18021861,14166652.9,,21.39,21.7,2284783.68,,,31.77
2022,Sep,3 Series,Sedan,Diesel,USA,USA,336,75346,25316256,18069631.77,7246624.23,28.62,28.19,3209555.81,4037068.42,22.34,38.26
2022,Sep,3 Series,Sedan,Electric,China,China,2158,75514,162959212,134767209.5,28192002.48,17.3,45.74,20659717.04,7532285.44,5.59,55.81
2022,Sep,3 Series,Sedan,Petrol,Rest_of_World,Brazil,745,60187,44839315,35608638.35,9230676.65,20.59,43.24,5684659.06,3546017.59,9.96,53.31
2022,Sep,5 Series,Sedan,Diesel,Europe,France,872,88441,77120552,60613152.94,,21.4,43.62,9777224.39,,,53.69
2022,Sep,5 Series,Sedan,Electric,USA,USA,971,88266,85706286,62365377.1,23340908.9,27.23,29.42,10865710.48,12475198.42,20,39.49
2022,Sep,5 Series,Sedan,Petrol,China,China,872,80002,69761744,55677998.22,14083745.78,20.19,42.8,8844286.09,5239459.69,9.41,52.87
2022,Sep,5 Series,Sedan,Petrol,Rest_of_World,South Africa,1369,115524,158152356,114836114.8,43316241.22,27.39,47.99,20050311.27,23265929.95,20.26,58.06
2022,Sep,7 Series,Sedan,Electric,Europe,France,1405,42510,59726550,50582321.18,,15.31,44.71,7572039.7,,,54.78
2022,Sep,7 Series,Sedan,Electric,USA,USA,1655,82791,137019105,92896796.3,44122308.7,32.2,23.32,17371070.37,26751238.33,28.8,33.39
2022,Sep,7 Series,Sedan,Hybrid,China,China,761,107099,81502339,66096534.32,15405804.68,18.9,40.94,10332740.58,5073064.1,7.68,51.01
2022,Sep,7 Series,Sedan,Hybrid,Rest_of_World,India,1388,38014,52763432,42804895.98,9958536.02,18.87,42.41,6689266.36,3269269.66,7.64,52.48
2022,Sep,X1,SUV,Petrol,Europe,Italy,1640,110709,181562760,139362125.2,42200634.85,23.24,36.47,23018246.11,19182388.74,13.76,46.54
2022,Sep,X1,SUV,Electric,USA,USA,520,61505,31982600,25687820.71,6294779.29,19.68,34.7,4054704.6,2240074.69,8.72,44.77
2022,Sep,X1,SUV,Diesel,China,China,885,63009,55762965,46968627.23,8794337.77,15.77,40.32,7069542.52,1724795.25,3.67,50.39
2022,Sep,X1,SUV,Petrol,Rest_of_World,Australia,840,,53513040,42700114.36,10812925.64,20.21,40.65,6784300.51,4028625.13,9.43,50.72
2022,Sep,X3,SUV,Electric,Europe,UK,1937,68746,133161002,92981098.14,40179903.86,30.17,26.62,16881946.03,23297957.83,25.06,36.69
2022,Sep,X3,SUV,Electric,USA,USA,2171,51959,112802989,81326559.67,31476429.33,27.9,20.71,14300988.61,17175440.72,21.12,30.78
2022,Sep,X3,SUV,Petrol,China,China,665,116633,77560945,61072026.65,16488918.35,21.26,40.87,9833056.74,6655861.61,10.9,50.94
2022,Sep,X3,SUV,Diesel,Rest_of_World,South Africa,1138,119699,136217462,95794005.65,40423456.35,29.68,41.35,17269439.31,23154017.04,24.17,51.42
2022,Sep,X5,SUV,Diesel,Europe,UK,400,56858,22743200,17694586.06,5048613.94,22.2,29,2883347.75,2165266.19,12.24,39.07
2022,Sep,X5,SUV,Diesel,USA,USA,520,117187,60937240,47938803.78,12998436.22,21.33,35.28,7725529.11,5272907.11,11,45.35
2022,Sep,X5,SUV,Diesel,China,China,1306,76288,99632128,71684370.23,27947757.77,28.05,32.28,12631207.21,15316550.56,21.37,42.35
2022,Sep,X5,SUV,Diesel,Rest_of_World,Japan,2063,58971,121657173,84389016.85,37268156.15,30.63,36.37,15423508.37,21844647.78,25.89,46.44
2022,Sep,X7,SUV,Hybrid,Europe,Italy,2020,58742,118658840,79577934.39,39080905.61,32.94,42.13,15043384.35,24037521.26,30.21,52.2
2022,Sep,X7,SUV,Petrol,USA,USA,2117,62384,132066928,110058093.4,22008834.58,16.66,34.78,16743241.02,5265593.56,4.78,44.85
2022,Sep,X7,SUV,Petrol,China,China,991,83471,82719761,58109949.57,24609811.43,29.75,39.25,10487083.46,14122727.97,24.3,49.32
2022,Sep,X7,SUV,Petrol,Rest_of_World,Brazil,905,,38399150,31820229.52,6578920.48,17.13,44.47,4868184.89,1710735.59,5.38,54.54
2022,Sep,Z4,Convertible,Petrol,Europe,France,1285,90765,116633025,84486135.66,32146889.34,27.56,49.75,14786554.65,17360334.69,20.55,59.82
2022,Sep,Z4,Convertible,Electric,USA,USA,1441,119105,171630305,115630260.9,56000044.14,32.63,41.61,21759024.81,34241019.33,29.61,51.68
2022,Sep,Z4,Convertible,Hybrid,China,China,634,119099,75508766,,11446049.6,15.16,41.21,9572884.65,1873164.95,,51.28
2022,Sep,Z4,Convertible,Petrol,Rest_of_World,India,258,49445,12756810,8339529.89,4417280.11,34.63,40.2,1617288.66,2799991.45,33.57,50.27
2022,Sep,i4,Coupe,Electric,Europe,Germany,1950,99643,194303850,163551762.1,30752087.9,15.83,40.31,24633541.81,6118546.09,3.74,50.38
2022,Sep,i4,Coupe,Electric,USA,USA,1445,105283,152133935,106057314,46076621.02,30.29,45.29,19287305.16,26789315.86,25.26,55.36
2022,Sep,i4,Coupe,Electric,China,China,1028,100294,103102232,79393892.01,23708339.99,22.99,35.52,13071141.63,10637198.36,13.4,45.59
2022,Sep,i4,Coupe,Electric,Rest_of_World,India,1637,88732,145254284,99977259.26,45277024.74,31.17,37.93,18415113.63,26861911.11,26.87,48
2022,Sep,iX,SUV,Electric,Europe,UK,1575,,73190250,49813960.55,23376289.45,31.94,34.97,9278946.78,14097342.67,28.3,45.04
2022,Sep,iX,SUV,Electric,USA,USA,1421,81034,115149314,90316942.83,24832371.17,21.57,49.13,14598452.07,10233919.1,11.33,59.2
2022,Sep,iX,SUV,Electric,China,China,1934,95266,184244444,139869550,44374894.02,24.08,20.34,23358225.86,21016668.16,15.03,30.41
2022,Sep,iX,SUV,Electric,Rest_of_World,India,240,95351,22884240,19115747.44,3768492.56,16.47,37.18,2901228.58,867263.98,4.54,47.25
2022,Sep,i7,Sedan,Electric,Europe,France,1527,78297,119559519,81971341.85,37588177.15,31.44,46.62,15157571.04,22430606.11,27.36,56.69
2022,Sep,i7,Sedan,Electric,USA,USA,2041,80025,163331025,118090395.7,45240629.35,27.7,39.07,20706854.92,24533774.43,20.78,49.14
2022,Sep,i7,Sedan,Electric,China,China,2081,66328,138028568,91019488.52,47009079.48,34.06,34.23,17499048.53,29510030.95,32.42,44.3
2022,Sep,i7,Sedan,Electric,Rest_of_World,Japan,1082,77299,83637518,60241310.98,23396207.02,27.97,21.71,10603435.27,12792771.75,21.24,31.78
2022,Sep,M3,Sedan,Petrol,Europe,UK,486,88315,42921090,31972213.78,10948876.22,25.51,20.18,5441469.46,5507406.76,17.23,30.25
2022,Sep,M3,Sedan,Petrol,USA,USA,481,43243,20799883,15705928.75,5093954.25,24.49,25.57,2636977.02,2456977.23,15.64,35.64
2022,Sep,M3,Sedan,Petrol,China,China,553,115764,64017492,45148716.79,18868775.21,29.47,22.32,8116038.7,10752736.51,23.82,32.39
2022,Sep,M3,Sedan,Petrol,Rest_of_World,India,1177,102772,120962644,93869923.01,27092720.99,22.4,33.38,15335457.06,11757263.93,12.53,43.45
2022,Sep,M5,Sedan,Petrol,Europe,UK,1161,50994,59204034,39476792.36,19727241.64,33.32,27.59,7505795.93,12221445.71,30.96,37.66
2022,Sep,M5,Sedan,Petrol,USA,USA,1377,106084,146077668,95798192.36,50279475.64,34.42,30.58,18519500.99,31759974.65,33.15,40.65
2022,Sep,M5,Sedan,Petrol,China,China,1518,76492,,89331671.28,26783184.72,23.07,24.52,,,,34.59
2022,Sep,M5,Sedan,Petrol,Rest_of_World,Japan,647,87154,56388638,43166360.59,13222277.41,23.45,47.61,7148864.38,6073413.03,14.07,57.68
2022,Sep,M8,Coupe,Petrol,Europe,UK,1716,86649,,118612619.9,30077064.12,20.23,27.42,,,,37.49
2022,Sep,M8,Coupe,Petrol,USA,USA,847,88227,74728269,52772511.2,21955757.8,29.38,40.66,9473934.45,12481823.35,23.65,50.73
2022,Sep,M8,Coupe,Petrol,China,China,2152,52705,113421160,,35081975.77,30.93,40.71,14379359.37,20702616.4,,50.78
2022,Sep,M8,Coupe,Petrol,Rest_of_World,Australia,1049,59695,62620055,46546466.77,16073588.23,25.67,34.53,7938873.79,8134714.44,17.48,44.6
2022,Sep,iX3,SUV,Electric,Europe,UK,2061,102664,211590504,139318645.5,72271858.55,34.16,36.04,26825117.08,45446741.47,32.62,46.11
2022,Sep,iX3,SUV,Electric,USA,USA,1059,50694,53684946,44429085.78,9255860.22,17.24,40.92,6806094.48,2449765.74,5.51,50.99
2022,Sep,iX3,SUV,Electric,China,China,1636,119610,,137958736,57723223.96,29.5,31.91,,,,41.98
2022,Sep,iX3,SUV,Electric,Rest_of_World,South Africa,2182,84652,184710664,133380093.3,51330570.67,27.79,29.62,23417332.51,27913238.16,20.93,39.69
2022,Sep,2 Series,Hatchback,Hybrid,Europe,Spain,514,88476,45476664,31663824.39,13812839.61,30.37,33.07,5765461.18,8047378.43,25.42,43.14
2022,Sep,2 Series,Hatchback,Electric,USA,USA,1238,39238,48576644,39648500.66,8928143.34,18.38,33.16,6158471.85,2769671.49,6.99,43.23
2022,Sep,2 Series,Hatchback,Hybrid,China,China,2184,35576,77697984,55434627.67,22263356.33,28.65,47.54,9850430.33,12412926,22.39,57.61
2022,Sep,2 Series,Hatchback,Petrol,Rest_of_World,South Africa,1903,92277,175603131,147603660.7,27999470.27,15.94,44.83,22262693.55,5736776.72,3.89,54.9
2022,Sep,4 Series,Coupe,Diesel,Europe,Spain,379,111803,42373337,27789177.85,14584159.15,34.42,20.55,5372026.18,9212132.97,33.15,30.62
2022,Sep,4 Series,Coupe,Hybrid,USA,USA,433,52227,22614291,18089150.62,4525140.38,20.01,31.69,2867004.86,1658135.52,9.17,41.76
2022,Sep,4 Series,Coupe,Diesel,China,China,1213,103575,,87600021.52,38036453.48,30.28,34.61,,,,44.68
2022,Sep,4 Series,Coupe,Diesel,Rest_of_World,Australia,1503,118322,177837966,141708567.4,,20.32,40.88,22546022.48,,,50.95
2022,Sep,8 Series,Coupe,Diesel,Europe,Italy,1181,41503,49015043,34143740.62,14871302.38,30.34,21.57,6214051.4,8657250.98,25.36,31.64
2022,Sep,8 Series,Coupe,Petrol,USA,USA,2094,65874,137940156,106521752.9,31418403.14,22.78,39.86,17487839.79,13930563.35,13.08,49.93
2022,Sep,8 Series,Coupe,Diesel,China,China,1380,41889,,42339679.14,15467140.86,26.76,48.04,,,,58.11
